,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
251,"Regional Senior Data Analyst - 2 Year Term - (Prince George, BC)",First Nations Health Authority,3.0,Canada,30+ days ago,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
252,Machine Learning Developer (English Services),CBC/Radio-Canada,3.9,Canada,25 days ago,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
253,"Senior Analyst, Campaign Analytics & Insights",TD Bank,3.8,"Toronto, ON",3 days ago,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
254,"Educator, Data Scientist",BrainStation,3.8,"Vancouver, BC",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"Internal Auditor & Data Analyst, Summer 2021 Student Opportunities",RBC,4.0,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
256,Data Analytical Specialist/Scientist - Junior,Bevertec CST Inc,3.4,,Today,,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
257,Data Analyst,Brookfield Asset Management,3.6,"Toronto, ON",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
258,Data Scientist,Wysdom.AI,,"Richmond Hill, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
259,Manager of Data Science,Vendasta,3.3,"Saskatoon, SK",4 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,Senior Data Analyst,MasterCard,4.1,"Vancouver, BC",17 days ago,,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,Senior Data Analyst,Sonova,3.5,"Kitchener, ON",15 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
262,Machine learning,CXsphere,,"Mississauga, ON",7 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"Data Scientist: Pricing, Fraud, Monetization",Digital Extremes,5.0,"London, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
264,"Senior Data Scientist, GANs TORONTO, ONSOFTWARE",Tonal,,"Toronto, ON",23 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Machine Learning Scientist,Chisel AI,,"Toronto, ON",25 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
266,Business/Data Analyst,Noise,4.5,"Vancouver, BC",10 days ago,,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
267,Data Analyst,Tally,,"Vancouver, BC",23 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
268,Senior Data Analyst - O2E Brands,O2E Brands,4.0,"Vancouver, BC",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,Lead Data Scientist - RACE21,Teck Resources Limited,3.9,"Vancouver, BC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
270,Data Scientist (Natural Language Processing),owl.co,,"Toronto, ON",2 days ago,"$100,000 - $170,000 a year",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,Data Analytical Specialist/Scientist - Junior,Bevertec CST Inc,3.4,,Today,,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
272,Machine Learning Engineer,Aviva,3.9,"Markham, ON",30+ days ago,,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
274,Data Analytics,Enterprise Solutions Inc,,,30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
275,Data Scientist,Charger Logistics Inc.,3.6,,3 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Data Scientist,Fiddlehead,,"Moncton, NB",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,Business Intelligence Administrator,City of Regina,3.8,"Regina, SK",1 day ago,$36.35 - $45.45 an hour,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
278,"Manager, Data Science",Aviva,3.9,"Markham, ON",1 day ago,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
279,Data Science Specialist,Deloitte,4.0,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
280,"Manager, Data Science, Audience Science",Ubisoft,3.9,"Montréal, QC",2 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
281,Analyst - Performance Analytics & Reporting,Ontario Energy Board,4.3,"Toronto, ON",Today,,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
282,"Manager, Data Science Engineering",Aviva,3.9,"Markham, ON",1 day ago,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
283,Data Scientist,Wysdom.AI,,"Richmond Hill, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
284,"Team Leader, Data Analytics",Kent Building Supplies,2.8,"Saint John, NB",3 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
285,Data Scientist,Canada Drives,3.7,"Vancouver, BC",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
286,"Data Scientist, Game",Prodigy Game,4.6,,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,"Data Scientist, Sales & Customer Success",Prodigy Game,4.6,,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Data Scientist,Canadian National Railway,3.2,,22 days ago,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
289,Senior Data Scientist,MaxSold,3.6,,8 days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
290,"Data Scientist, Solar & Storage (Remote)",Power Factors,,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
291,Senior Applied Scientist - Machine Learning Products,Xero,,"Toronto, ON",30+ days ago,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
292,"Machine Learning Intern (ML-Agents), AI@Unity",ChilliConnect,,"Vancouver, BC",25 days ago,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,Machine Learning Engineer,Aspect Biosystems,,"Vancouver, BC",30+ days ago,,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"Senior Data Analyst, Performance and Insights",Aviva,3.9,"Markham, ON",30+ days ago,,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
295,Senior Data Scientist,Digital Extremes,5.0,"London, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
296,Senior Data Analyst - Remote,Tucows,2.9,Ontario,16 days ago,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,Senior Data Analyst,Ainsworth,3.7,"Oshawa, ON",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
298,Data Scientist Technical Lead (Toronto),Intact,3.8,"Toronto, ON",9 days ago,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
299,ITS Analytics Engineer,Avanade,3.6,"Toronto, ON",1 day ago,,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
300,"Chercheuse/Chercheur scientifique, recherche appliquée - Séries chronologiques / Applied Research Scientist - Time Series Forecasting - Platform",Element AI,4.3,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Data Scientist/Machine Learning Engineer,Staffinity Inc.,4.5,,28 days ago,"$80,000 - $120,000 a year",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Sr Business Data Analyst,Moneris Solutions Corporation,3.6,"Etobicoke, ON",11 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
303,Senior Data Analyst Investment,National Bank of Canada,3.9,"Montréal, QC",3 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,Senior Data Scientist,Loblaw Digital,2.0,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,Data Analyst,DocuPet,,"Ottawa, ON",29 days ago,"$50,000 - $90,000 a year",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
306,"Cloud Technical Solutions Developer, Big Data, Google Cloud",Google,4.3,"Waterloo, ON",30+ days ago,,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
307,Vice President Business Analytics and Data,OSL Retail Services Inc,3.0,"Mississauga, ON",21 days ago,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
308,Senior Machine Learning Scientist,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,Senior Machine Learning Engineer,Workday,4.0,"Vancouver, BC",3 days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Property & Specialty Claims Risk Data Analyst,Aviva,3.9,"Markham, ON",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
311,Senior Data Analyst - Risk,Circle,3.7,Ontario,30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
312,"Data Engineer, Machine Learning",Jungle Scout,,"Vancouver, BC",11 days ago,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
313,"Consultant/Senior Consultant, Information, Data and Analytics",KPMG,4.0,"Toronto, ON",17 days ago,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
314,Business Intelligence Analyst,Metro Supply Chain Group,3.3,,11 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0
315,Applied AI Scientist (Focus: Deep Learning and Computer Vision),"Thales Canada Inc., Research & Technology",,,22 days ago,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
316,Consultant-- Statistician,IQVIA,3.8,"Kirkland, QC",7 days ago,,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
317,Data Analytical Specialist/Scientist - Junior,Bevertec CST Inc,3.4,,Today,,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
318,"Machine Learning Engineer - Modeler, Risk",Square,3.6,"Vancouver, BC",15 days ago,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
319,Senior Data Scientist,nugget.ai,,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
320,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
321,"Senior Analyst, Campaign Analytics & Insights",TD Bank,3.8,"Toronto, ON",3 days ago,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
322,Business Intelligence Analyst,Metro Supply Chain Group,3.3,,11 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0
323,"Data Science Manager, Memberships Modelling",Prodigy Game,4.6,,8 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
324,Staff Machine Learning Engineer,realtor.com,3.3,"Vancouver, BC",6 days ago,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
325,Data Analytics Specialist,ArcelorMittal,4.0,"Concord, ON",22 days ago,,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
326,Machine Learning Engineer/Data Scientist,Crescendo Technology,4.8,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"SAP - Data & AI Specialist, Omnia AI",Deloitte,4.0,"Toronto, ON",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
328,Data Analyst,DocuPet,,"Ottawa, ON",29 days ago,"$50,000 - $90,000 a year",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
329,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
330,Big Data Consultant - Cloud Azure,Eastern Canada Consulting,,"Calgary, AB",26 days ago,"$80,000 - $90,000 a year",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
331,ANALYTICS CONSULTANT,Mackenzie Health,3.9,"Vaughan, ON",30+ days ago,,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
332,Python Developer (Machine Learning),EPAM Systems,3.9,Canada,30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Principal Applied Scientist Manager – Content Recommendation,Microsoft,4.2,"Vancouver, BC",30+ days ago,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
334,Sr. Manager Data Science,CIBC,3.8,"Toronto, ON",7 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,Senior Machine Learning Engineer,Workday,4.0,"Vancouver, BC",3 days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Software Engineer (Machine Learning),Microsoft,4.2,"Vancouver, BC",19 days ago,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
337,Business Analyst - Business Intelligence,MSi Corp (Bell Canada),3.6,"Montréal, QC",4 days ago,$50 an hour,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
338,Machine Learning Developer,Tetra Tech,3.8,"Edmonton, AB",10 days ago,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
339,"Manager, Business Intelligence and CRM",Vancouver Whitecaps FC,4.4,"Vancouver, BC",8 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
340,"Data Science Manager, Memberships Modelling",Prodigy Game,4.6,,8 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
341,Marketing Analytics Co-op,Humi,,"Toronto, ON",3 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
342,"Head of Data, Insights & Analytics",Rogers Communications,3.7,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
343,Business Intelligence Analyst,Metro Supply Chain Group,3.3,,11 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0
344,"Data, Apps, and Modern BI Technical Consultant",EY,4.0,"Toronto, ON",16 days ago,,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
345,Epidemiologist - Predictive Modeling Specialist,BlueDot Inc.,,"Toronto, ON",14 days ago,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
346,Data Analyst,Sryas Inc.,,"Toronto, ON",24 days ago,"$85,000 a year",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
348,Senior Data Analyst Investment,National Bank of Canada,3.9,"Montréal, QC",3 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349,Senior Data Scientist- People Analytics,Loblaw Companies Limited,3.5,Canada,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
350,"Regional Senior Data Analyst - 2 Year Term - (Prince George, BC)",First Nations Health Authority,3.0,Canada,30+ days ago,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
351,"Data Science Manager, Memberships Modelling",Prodigy Game,4.6,,8 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
352,Consultant-- Statistician,IQVIA,3.8,"Kirkland, QC",7 days ago,,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
353,Senior Data Analyst,Behavox,,"Montréal, QC",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
354,"Data Engineer, Machine Learning",Jungle Scout,,"Vancouver, BC",11 days ago,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
355,Data Scientist/Machine Learning Engineer,Staffinity Inc.,4.5,,28 days ago,"$80,000 - $120,000 a year",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Staff Data Scientist,realtor.com,3.3,"Vancouver, BC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
357,"Software Engineer, Machine Learning","Grammarly, Inc.",,"Vancouver, BC",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Business Intelligence Analyst,BMW Group Financial Services Canada,3.9,"Toronto, ON",28 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
359,Data Scientist,Belcan,,,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Machine Learning Developer,Quantfury,,"Toronto, ON",30+ days ago,,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,"Machine Learning Intern (ML-Agents), AI@Unity",ChilliConnect,,"Vancouver, BC",25 days ago,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,Machine Learning Engineer,Scribendi,,"Chatham-Kent, ON",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
363,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
364,Lead Data Scientist,Patriot One Technologies,,"Toronto, ON",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
365,Machine Learning Engineer,Motion Metrics International Corp.,2.3,"Vancouver, BC",30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
366,Credit & Risk Management Analyst,BRP,3.9,"Montréal, QC",11 days ago,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
367,Workplace Analytics Manager,Deloitte,4.0,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
368,NLP/ML Developer 3165375,Morgan Stanley,3.9,"Montréal, QC",22 days ago,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,Data Analyst/Engineer,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,Senior Product Manager - Data Analytics & Platform (Remote),Yelp,,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
371,Full Stack Developer - Data Science and Advanced Analytics,St. Michael's Hospital,4.1,"Toronto, ON",25 days ago,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
372,Business Intelligence Analyst,CAPREIT,3.2,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
373,Machine Learning Geoscientist,DATACLOUD,,"Vancouver, BC",30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
374,Data Analyst,IQVIA,3.8,Ontario,21 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,Senior Consultant Data and Analytics - Azure engineer,Ernst & Young,4.0,"Montréal, QC",28 days ago,,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
376,"Analytics Manager, Innovation & Attributes",Equifax,3.6,"Toronto, ON",30+ days ago,,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
