,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
122,Data Scientist,Canadian Security Intelligence Service,4.4,"Ottawa, ON",30+ days ago,"$95,350 - $116,060 a year",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
123,Data Scientist II,Mistplay,,"Montréal, QC",30+ days ago,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
125,Data Scientist,Auvik Networks,3.5,Ontario,30+ days ago,,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
126,Lead Data Scientist,Antuit.ai,,"Toronto, ON",15 days ago,,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,"Senior Data Scientist, KPMG Lighthouse",KPMG,4.0,"Montréal, QC",22 days ago,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,Deep Learning Engineer (Computer Vision),DaoAI Robotics Inc.,,"Vancouver, BC",7 days ago,"$64,256 - $90,000 a year",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Data Scientist,thinkCOMPASS,,"Vaughan, ON",30+ days ago,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,"Data Scientist: Pricing, Fraud, Monetization",Digital Extremes,5.0,"London, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
131,Applied AI Scientist (Focus: Deep Learning and Computer Vision),"Thales Canada Inc., Research & Technology",,,22 days ago,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
132,Sr Data Scientist,Moneris Solutions Corporation,3.6,"Etobicoke, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
133,Data Scientist,Robert Half,3.9,,10 days ago,"$65,000 - $75,000 a year",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Senior Data Scientist,Instacart,2.9,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
135,Data Analyst,The Chapman Group,,"Fredericton, NB",11 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
137,Data Scientist / Senior Data Scientist - North American Integrated Analytics,Munich Re,4.0,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
138,Data Scientist,Ingrooves,,"Victoria, BC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
139,"Data Scientist, Summer 2021 Student Opportunities (8 Months Only)",RBC,4.0,Ontario,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
140,Machine Learning Scientist - Sequence Space,AbCellera Biologics,,"Vancouver, BC",3 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Data Scientist,Huddle,,"Moncton, NB",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,Forward Deployed Data Scientist,Perpetua Labs,,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,Data Scientist,Robert Half,3.9,,10 days ago,"$65,000 - $75,000 a year",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Machine Learning Engineer,Bio Conscious Technologies Inc,,"Vancouver, BC",3 days ago,"$70,000 - $119,802 a year",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Business Intelligence Data Developer,PHSA,,"Burnaby, BC",4 days ago,$39.67 an hour,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
146,Senior Data Scientist,BC IMC,,"Victoria, BC",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
147,Junior Computer Vision Engineer,Autometrics Manufacturing Technologies Inc,,"Vancouver, BC",5 days ago,"$70,000 a year",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Data Scientist,Accedian Networks,3.6,"Ottawa, ON",30+ days ago,,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Data Science,Cyber Chasse,,Canada,30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Data Scientist,Manifest Climate,,"Toronto, ON",25 days ago,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
151,Data Scientist,Rogers Communications,3.7,"Toronto, ON",24 days ago,,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
152,Machine Learning Developer Intern (4 months),IBM,3.9,"Calgary, AB",1 day ago,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
153,"Senior Data Scientist, Product Analytics",TextNow,,Canada,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
154,Data Scientist,Kinaxis,4.0,"Toronto, ON",11 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,"Master, Data Scientist",Trader Corporation,3.5,"Toronto, ON",24 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
156,Data Scientist,fgf brands,3.7,"Greater Toronto Area, ON",30+ days ago,,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
157,Senior Machine Learning Scientist,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
159,Data Scientist,Torstar,3.8,"Toronto, ON",28 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
160,Data Science Co-op,Hach,,"Vancouver, BC",20 days ago,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
161,Senior Data Scientist,Amazon Dev Centre Canada ULC,3.6,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,Data Scientist,Robert Half,3.9,,10 days ago,"$65,000 - $75,000 a year",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Data Scientist,Auvik Networks,3.5,Ontario,30+ days ago,,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
164,Lead Data Scientist,Antuit.ai,,"Toronto, ON",15 days ago,,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,Data Scientist,Torstar,3.8,"Toronto, ON",28 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
166,Data Scientist Expert / Data Scientist Expert,Groupe Neos,,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
167,Data Scientist (AI/ML),OGGN Inc.,,Remote,30+ days ago,,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
168,Senior Data Scientist,SecurityScorecard,,Ontario,30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,Forward Deployed Data Scientist,Perpetua Labs,,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,"Master, Data Scientist",Trader Corporation,3.5,"Toronto, ON",24 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
171,Deep Learning Engineer (Computer Vision),DaoAI Robotics Inc.,,"Vancouver, BC",7 days ago,"$64,256 - $90,000 a year",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Data Scientist,Peritus.ai,,"Montréal, QC",30+ days ago,,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
173,Data Scientist,Huddle,,"Moncton, NB",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,Junior Computer Vision Engineer,Autometrics Manufacturing Technologies Inc,,"Vancouver, BC",5 days ago,"$70,000 a year",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Data Scientist,Geotab,3.4,"Oakville, ON",24 days ago,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Data Scientist/Machine Learning Engineer,Staffinity Inc.,4.5,,28 days ago,"$80,000 - $120,000 a year",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Data Science,Cyber Chasse,,Canada,30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Senior Meter Data Analyst,Rodan Energy Solutions Inc.,3.3,"Mississauga, ON",3 days ago,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
179,Conversation Designers,MSi Corp (Bell Canada),3.6,"Toronto, ON",2 days ago,$50 an hour,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
180,Data Scientist,Wish,4.0,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Machine Learning Engineer,Bio Conscious Technologies Inc,,"Vancouver, BC",3 days ago,"$70,000 - $119,802 a year",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Senior Data Scientist, Decision Science",Coursera,4.3,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
183,Data Scientist,Brain Finance,,"Montréal, QC",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
184,"Team Leader, Data Analytics",Kent Building Supplies,2.8,"Saint John, NB",3 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
185,"Manager, Data Science, Audience Science",Ubisoft,3.9,"Montréal, QC",2 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,Senior Data Analyst,Jam City,,"Toronto, ON",2 days ago,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
187,Senior Data Scientist,Hopper,,Canada,30+ days ago,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Senior Data Scientist, Machine Learning",Coursera,4.3,"Toronto, ON",30+ days ago,,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
189,Data Scientist,Stradigi AI,,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,Data Analyst,Lambton College,4.3,"Sarnia, ON",7 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
191,BI Engineer,Sonder,3.4,"Toronto, ON",1 day ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,Data Scientist,Services Conseils IntelliSoft inc.,,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,Data Scientist/Machine Learning Engineer,Staffinity Inc.,4.5,,28 days ago,"$80,000 - $120,000 a year",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Data Scientist,Fiddlehead,,"Moncton, NB",30+ days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,Machine Learning Engineer,Bio Conscious Technologies Inc,,"Vancouver, BC",3 days ago,"$70,000 - $119,802 a year",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Business Intelligence Data Developer,PHSA,,"Burnaby, BC",4 days ago,$39.67 an hour,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
197,Senior Data Scientist,BC IMC,,"Victoria, BC",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
198,Junior Computer Vision Engineer,Autometrics Manufacturing Technologies Inc,,"Vancouver, BC",5 days ago,"$70,000 a year",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Data Scientist,Accedian Networks,3.6,"Ottawa, ON",30+ days ago,,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,Data Science,Cyber Chasse,,Canada,30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Data Scientist,Cerebri AI,,"Toronto, ON",30+ days ago,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
202,Product Manager – Data Science,Aviva,3.9,"Markham, ON",1 day ago,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
203,Machine Learning Developer Intern (4 months),IBM,3.9,"Calgary, AB",1 day ago,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
204,Machine Learning Scientist,"Amazon.com.ca, Inc.",3.6,"Vancouver, BC",30+ days ago,,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
205,Data Analytics,Enterprise Solutions Inc,,,30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
206,Data Scientist,Canadian National Railway,3.2,,22 days ago,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
207,Data Scientist,Charger Logistics Inc.,3.6,,3 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Senior Data Scientist,MaxSold,3.6,,8 days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
209,Senior Applied Research Scientist,ZeroKey,,,14 days ago,"$100,000 - $125,000 a year",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
210,"Data Scientist, Solar & Storage (Remote)",Power Factors,,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
211,Clinical Trial Data Science Consultant,ProCogia,,,8 days ago,"$50,000 a year",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Data Scientist,TELUS,4.0,"Calgary, AB",30+ days ago,,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
213,Senior Meter Data Analyst,Rodan Energy,,"Mississauga, ON",3 days ago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
214,Data Science Manager - Marketplaces (Remote),Yelp,,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
215,"Data Scientist, Shopping",Pinterest,,"Toronto, ON",25 days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
216,"Director, Data & Analytics",Secret Location,4.3,"Toronto, ON",Today,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
217,Data Scientist,Cerebri AI,,"Toronto, ON",30+ days ago,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
218,Data Scientist / Scientifique des données,agileDSS,,Remote,16 days ago,,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
219,Data Analyst,The Chapman Group,,"Fredericton, NB",11 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,Machine Learning Scientist - Sequence Space,AbCellera Biologics,,"Vancouver, BC",3 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Data Scientist,Index Exchange,3.5,"Toronto, ON",22 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
222,Data Analytics,Enterprise Solutions Inc,,,30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
223,Senior Data Scientist,MaxSold,3.6,,8 days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
224,Data Scientist,Charger Logistics Inc.,3.6,,3 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Data Scientist, Solar & Storage (Remote)",Power Factors,,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
226,"Data Scientist, Sales & Customer Success",Prodigy Game,4.6,,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Data Scientist,Auvik Networks,3.5,Ontario,30+ days ago,,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
228,Lead Data Scientist,Antuit.ai,,"Toronto, ON",15 days ago,,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,Data Scientist,MightyHive,,"Toronto, ON",30+ days ago,,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
230,Deep Learning Engineer (Computer Vision),DaoAI Robotics Inc.,,"Vancouver, BC",7 days ago,"$64,256 - $90,000 a year",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Data Scientist,Providence Health Care,4.1,"Vancouver, BC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
232,"Data Scientist: Pricing, Fraud, Monetization",Digital Extremes,5.0,"London, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
233,"Senior Data Scientist, Decision Science",Coursera,4.3,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
234,Senior Data Scientist,Instacart,2.9,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
235,Senior Data Scientist - QuantumBlack,McKinsey & Company,4.3,"Montréal, QC",30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
236,Data Scientist,Index Exchange,3.5,"Toronto, ON",22 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
237,Data Analytics,Enterprise Solutions Inc,,,30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
238,Data Scientist,Canadian National Railway,3.2,,22 days ago,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
239,Senior Applied Research Scientist,ZeroKey,,,14 days ago,"$100,000 - $125,000 a year",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
240,Senior Data Scientist,MaxSold,3.6,,8 days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
241,Postdoctoral Fellow–UBC Master of Data Science program,UBC Master of Data Science,,,30+ days ago,"$80,000 - $90,000 a year",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
242,"Data Scientist, Solar & Storage (Remote)",Power Factors,,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
243,Data Scientist,Charger Logistics Inc.,3.6,,3 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Machine Learning Engineer,IMRSV Data Labs,,"Ottawa, ON",30+ days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
245,Data Scientist - Ocean & the Environment,Global Spatial Technology Solutions Inc.,,"Dartmouth, NS",30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
246,Intermediate Machine Learning Engineer,TELUS,4.0,"Vancouver, BC",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
247,Data Scientist,Belcan,,,30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Data Scientist / Engineer,"LotusFlare, Inc.",,"Toronto, ON",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,Applied Scientist,Amazon Dev Centre Canada ULC,3.6,"Vancouver, BC",15 days ago,,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,"Analyst, Data Science",Desjardins,3.9,"Montréal, QC",11 days ago,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
